participant.code,subsession.round_number,cash_before_work,cash_before_work_type,work_type,work_profit,work_profit_type,cash_before_health_invest,cash_before_health_invest_type,health_invest_type,health_invest_profit,health_invest_profit_type,cash_before_repay,cash_before_repay_type,repay_type,repay_profit,repay_profit_x,repay_profit_type,cash_before_loan,cash_before_loan_type,loan_type,loan_profit,loan_profit_type,cash_before_invest,cash_before_invest_type,invest_type,invest_profit,invest_profit_type,cash_before_venture,cash_before_venture_type,venture_type,venture_profit,venture_profit_type,cash_before_insurance,cash_before_insurance_type,insurance_type,insurance_profit,insurance_profit_type,cash_before_lottery,cash_before_lottery_type,player.lucky_invest,lottery_type,player.lucky,lottery_profit,lottery_profit_type,cash_before_impact,cash_before_impact_type,impact_type,player.crash_type,impact_profit,impact_profit_type,cash_before_health_impact,cash_before_health_impact_type,health_impact_type,player.health_type,health_impact_profit,health_impact_profit_type,cash_before_preference,cash_before_preference_type,preference_type,preference_profit,preference_profit_type,cash_before_patience,cash_before_patience_type,patience_type,patience_profit,patience_profit_type,player.loss,player.cash,player.total_loans,total,player.treatments,treat5
g7uoijja,1,0,0,0,-3,0,-3,0,0,0,1,-3,0,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,1,1,0,-1,0,-4,0,0,无,0,1,-4,0,1,小,-15,0,-19,0,2,4,2,-15,0,0,5,2,0,-10,0,0,1,0
8g2iaxf0,1,0,0,0,-15,0,-15,0,0,0,1,-15,0,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,1,1,0,-1,0,-16,0,1,小,-5,0,-21,0,1,小,-15,0,-36,0,3,3.5,2,-32.5,0,1,0,1,0,-32.5,0,0,1,0
1yemb6kz,1,0,0,0,9,2,9,1,1,-5,0,4,1,0,0,0,1,4,1,1,2.4,2,6.4,1,1,0.12,2,6.52,1,1,1,2,7.52,1,1,-0.752,0,6.768,1,1,1,0,-1,0,5.77,1,0,无,0,1,5.77,1,1,小,-7,0,-1.23,0,2,12,2,10.77,1,1,0,1,0,10.77,2.4,0,1,0
x6cv314a,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,小,0,1,0,0,2,中,-30,0,-30,0,1,4.5,2,-25.5,0,0,5,2,0,-20.5,0,0,1,0
26ovv9nz,1,0,0,0,9,2,9,1,1,-5,0,4,1,0,0,0,1,4,1,1,0.08,2,4.08,1,1,0.3,2,4.38,1,1,3,2,7.38,1,1,-0.738,0,6.642,1,1,1,0,-1,0,5.64,1,0,无,0,1,5.64,1,1,小,-7,0,-1.36,0,2,12,2,10.64,1,1,0,1,0,10.64,0.08,0,1,0
qrj0woux,1,0,0,0,-21,0,-21,0,0,0,1,-21,0,0,0,0,1,-21,0,0,0,1,-21,0,0,0,1,-21,0,0,0,1,-21,0,0,0,1,-21,0,1,1,0,-1,0,-22,0,1,小,-5,0,-27,0,3,大,-50,0,-77,0,3,12.5,2,-64.5,0,1,0,1,0,-64.5,0,0,1,0
edydbr11,1,0,0,0,-6,0,-6,0,0,0,1,-6,0,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,0,0,1,-6,0,3,大,-15,0,-21,0,2,中,-30,0,-51,0,5,16,2,-35,0,1,0,1,0,-35,0,0,1,0
i3ugntg2,1,0,0,0,-12,0,-12,0,0,0,1,-12,0,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,1,1,0,-1,0,-13,0,0,无,0,1,-13,0,1,小,-15,0,-28,0,1,9.5,2,-18.5,0,0,5,2,0,-13.5,0,0,1,0
nil7z8nt,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,-1,0,-1,0,3,大,-15,0,-16,0,1,小,-15,0,-31,0,1,4.5,2,-26.5,0,1,0,1,0,-26.5,0,0,1,0
i3wgnab9,1,0,0,0,-12,0,-12,0,0,0,1,-12,0,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,1,1,0,-1,0,-13,0,0,无,0,1,-13,0,1,小,-15,0,-28,0,1,4.5,2,-23.5,0,0,5,2,0,-18.5,0,0,1,0
7rmwik5s,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,-1,0,-1,0,0,无,0,1,-1,0,0,无,0,1,-1,0,4,15,2,14,1,0,5,2,0,19,0,0,1,0
mzj836b0,1,0,0,0,-3,0,-3,0,0,0,1,-3,0,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,1,1,0,-1,0,-4,0,0,无,0,1,-4,0,1,小,-15,0,-19,0,6,20,2,1,1,1,0,1,0,1,0,0,1,0
1gblxsq7,1,0,0,0,-6,0,-6,0,0,0,1,-6,0,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,0,0,1,-6,0,1,小,-5,0,-11,0,0,无,0,1,-11,0,6,0,1,-11,0,1,0,1,0,-11,0,0,1,0
t9m6tgki,1,0,0,0,-6,0,-6,0,0,0,1,-6,0,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,0,0,1,-6,0,1,1,0,-1,0,-7,0,2,中,-10,0,-17,0,1,小,-15,0,-32,0,1,9.5,2,-22.5,0,1,0,1,0,-22.5,0,0,1,0
4hjk8ew7,1,0,0,0,-3,0,-3,0,0,0,1,-3,0,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,1,1,0,-1,0,-4,0,0,无,0,1,-4,0,1,小,-15,0,-19,0,1,4.5,2,-14.5,0,1,0,1,0,-14.5,0,0,1,0
luq8s82b,1,0,0,0,6,2,6,1,1,-5,0,1,1,0,0,0,1,1,1,1,0.2,2,1.2,1,1,-0.06,0,1.14,1,1,0.57,2,1.71,1,1,-0.171,0,1.539,1,0.2,1,0,-0.2,0,1.34,1,0,无,0,1,1.34,1,1,小,-7,0,-5.66,0,1,4.5,2,-1.16,0,0,5,2,0,3.84,0.2,0,1,0
96b2y1fq,1,0,0,0,-3,0,-3,0,0,0,1,-3,0,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,0,0,1,-3,0,1,小,-5,0,-8,0,1,小,-15,0,-23,0,3,12.5,2,-10.5,0,1,0,1,0,-10.5,0,0,1,0
iuy2mq1n,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,-1,0,-1,0,3,大,-15,0,-16,0,2,中,-30,0,-46,0,2,4,2,-42,0,0,5,2,0,-37,0,0,1,0
zca7zxyf,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,-1,0,-1,0,1,小,-5,0,-6,0,1,小,-15,0,-21,0,2,4,2,-17,0,1,0,1,0,-17,0,0,1,0
jj2wn94h,1,0,0,0,6,2,6,1,1,-5,0,1,1,0,0,0,1,1,1,1,0.6,2,1.6,1,1,0.15,2,1.75,1,1,-1,0,0.75,1,1,-0.075,0,0.675,1,0.5,1,0,-0.5,0,0.18,1,0,无,0,1,0.18,1,0,无,0,1,0.18,1,1,9.5,2,9.68,1,0,5,2,0,14.68,0.6,0,1,0
68araqh7,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,-1,0,-1,0,0,无,0,1,-1,0,1,小,-15,0,-16,0,2,12,2,-4,0,1,0,1,0,-4,0,0,1,0
zzpnlqei,1,0,0,0,-12,0,-12,0,0,0,1,-12,0,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,0,0,1,-12,0,1,小,-5,0,-17,0,1,小,-15,0,-32,0,6,20,2,-12,0,0,5,2,0,-7,0,0,1,0
v5p7lv20,1,0,0,0,15,2,15,1,1,-5,0,10,1,0,0,0,1,10,1,1,6,2,16,1,1,-0.8,0,15.2,1,1,5,2,20.2,1,1,-2.02,0,18.18,1,1,1,0,-1,0,17.18,1,0,无,0,1,17.18,1,1,小,-7,0,10.18,1,2,12,2,22.18,1,0,5,2,0,27.18,6,0,1,0
11qpbunz,1,0,0,0,-12,0,-12,0,0,0,1,-12,0,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,1,1,0,-1,0,-13,0,2,中,-10,0,-23,0,3,大,-50,0,-73,0,6,0,1,-73,0,1,0,1,0,-73,0,0,1,0
yaiqosbx,1,0,0,0,12,2,12,1,1,-5,0,7,1,0,0,0,1,7,1,0,0,1,7,1,1,0.45,2,7.45,1,0,0,1,7.45,1,1,-0.745,0,6.705,1,0.05,1,0,-0.05,0,6.66,1,0,无,0,1,6.66,1,1,小,-7,0,-0.34,0,3,3.5,2,3.16,1,1,0,1,0,3.16,0,0,1,0
xp91b3qj,1,0,0,0,12,2,12,1,1,-5,0,7,1,0,0,0,1,7,1,1,2.1,2,9.1,1,1,0.6,2,9.7,1,1,-2,0,7.7,1,1,-0.77,0,6.93,1,2,1,0,-2,0,4.93,1,0,无,0,1,4.93,1,1,小,-7,0,-2.07,0,1,9.5,2,7.43,1,1,0,1,0,7.43,2.1,0,1,0
9t4dpmrw,1,0,0,0,3,2,3,1,0,0,1,3,1,0,0,0,1,3,1,0,0,1,3,1,1,0.45,2,3.45,1,1,-3.45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,小,0,1,0,0,0,无,0,1,0,0,6,20,2,20,1,0,5,2,0,25,0,0,1,0
i6lqx8ts,1,0,0,0,-15,0,-15,0,0,0,1,-15,0,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,0,0,1,-15,0,1,1,0,-1,0,-16,0,2,中,-10,0,-26,0,0,无,0,1,-26,0,2,4,2,-22,0,1,0,1,0,-22,0,0,1,0
sqfmjhqp,1,0,0,0,-3,0,-3,0,0,0,1,-3,0,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,0,0,1,-3,0,1,1,0,-1,0,-4,0,1,小,-5,0,-9,0,0,无,0,1,-9,0,1,9.5,2,0.5,1,0,5,2,0,5.5,0,0,1,0
5kkr5060,1,0,0,0,-12,0,-12,0,0,0,1,-12,0,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,0,0,1,-12,0,1,1,0,-1,0,-13,0,0,无,0,1,-13,0,1,小,-15,0,-28,0,6,0,1,-28,0,0,5,2,0,-23,0,0,1,0
g7uoijja,2,-10,0,0,-30,0,-40,0,0,0,1,-40,0,0,0,0,1,-40,0,0,0,1,-40,0,0,0,1,-40,0,0,0,1,-40,0,0,0,1,-40,0,1,1,0,-1,0,-41,0,0,无,0,1,-41,0,1,小,-15,0,-56,0,3,10,2,-46,0,1,0,1,1,-46,0,0,1,0
8g2iaxf0,2,-32.5,0,0,-3,0,-35.5,0,0,0,1,-35.5,0,0,0,0,1,-35.5,0,0,0,1,-35.5,0,0,0,1,-35.5,0,0,0,1,-35.5,0,0,0,1,-35.5,0,0,0,0,0,1,-35.5,0,2,中,-10,0,-45.5,0,1,小,-15,0,-60.5,0,2,9.6,2,-50.9,0,0,11.8,2,0,-39.1,0,0,1,0
1yemb6kz,2,10.77,1,0,15,2,25.77,1,1,-5,0,20.77,1,1,-2.64,-2.64,0,18.13,1,0,0,1,18.13,1,1,0.3,2,18.43,1,1,-2.5,0,15.93,1,1,-1.593,0,14.337,1,1,1,0,-1,0,13.34,1,0,无,0,1,13.34,1,2,中,-21,0,-7.66,0,4,2.4,2,-5.26,0,1,7,2,0,1.74,0,2.4,1,0
x6cv314a,2,-20.5,0,0,3,2,-17.5,0,0,0,1,-17.5,0,0,0,0,1,-17.5,0,0,0,1,-17.5,0,0,0,1,-17.5,0,0,0,1,-17.5,0,0,0,1,-17.5,0,1,1,0,-1,0,-18.5,0,2,中,-10,0,-28.5,0,1,小,-15,0,-43.5,0,6,16,2,-27.5,0,1,0,1,0,-27.5,0,0,1,0
26ovv9nz,2,10.64,1,0,-30,0,-19.36,0,0,0,1,-19.36,0,1,-0.088,-0.09,0,-19.448,0,0,0,1,-19.448,0,0,0,1,-19.448,0,0,0,1,-19.448,0,0,0,1,-19.448,0,0,0,0,0,1,-19.45,0,0,无,0,1,-19.45,0,1,小,-15,0,-34.45,0,2,3.2,2,-31.25,0,1,6.6,2,1,-24.65,0,0.08,1,0
qrj0woux,2,-64.5,0,0,0,1,-64.5,0,0,0,1,-64.5,0,0,0,0,1,-64.5,0,0,0,1,-64.5,0,0,0,1,-64.5,0,0,0,1,-64.5,0,0,0,1,-64.5,0,0,0,0,0,1,-64.5,0,2,中,-10,0,-74.5,0,0,无,0,1,-74.5,0,2,9.6,2,-64.9,0,1,6.8,2,0,-58.1,0,0,1,0
edydbr11,2,-35,0,0,3,2,-32,0,0,0,1,-32,0,1,0,-5,0,-32,0,0,0,1,-32,0,0,0,1,-32,0,0,0,1,-32,0,0,0,1,-32,0,0,0,0,0,1,-32,0,0,无,0,1,-32,0,1,小,-15,0,-47,0,6,0,1,-47,0,1,6,2,0,-41,0,0,1,0
i3ugntg2,2,-13.5,0,0,3,2,-10.5,0,0,0,1,-10.5,0,0,0,0,1,-10.5,0,0,0,1,-10.5,0,0,0,1,-10.5,0,0,0,1,-10.5,0,0,0,1,-10.5,0,1,1,0,-1,0,-11.5,0,0,无,0,1,-11.5,0,2,中,-30,0,-41.5,0,2,9.6,2,-31.9,0,0,5,2,0,-26.9,0,0,1,0
nil7z8nt,2,-26.5,0,0,6,2,-20.5,0,0,0,1,-20.5,0,0,0,0,1,-20.5,0,0,0,1,-20.5,0,0,0,1,-20.5,0,0,0,1,-20.5,0,0,0,1,-20.5,0,1,1,0,-1,0,-21.5,0,1,小,-5,0,-26.5,0,0,无,0,1,-26.5,0,2,9.6,2,-16.9,0,0,10.4,2,0,-6.5,0,0,1,0
i3wgnab9,2,-18.5,0,0,15,2,-3.5,0,0,0,1,-3.5,0,1,0,-3,0,-3.5,0,0,0,1,-3.5,0,0,0,1,-3.5,0,0,0,1,-3.5,0,0,0,1,-3.5,0,1,1,0,-1,0,-4.5,0,0,无,0,1,-4.5,0,3,大,-50,0,-54.5,0,5,12.8,2,-41.7,0,1,0,1,0,-41.7,0,0,1,0
7rmwik5s,2,19,1,0,9,2,28,1,1,-5,0,23,1,0,0,0,1,23,1,1,4.6,2,27.6,1,1,1.5,2,29.1,1,1,7.5,2,36.6,1,1,-3.66,0,32.94,1,1,1,0,-1,0,31.94,1,0,无,0,1,31.94,1,2,中,-21,0,10.94,1,5,12.8,2,23.74,1,1,0,1,0,23.74,4.6,0,1,0
mzj836b0,2,1,1,0,-6,0,-5,0,0,0,1,-5,0,0,0,0,1,-5,0,0,0,1,-5,0,0,0,1,-5,0,0,0,1,-5,0,0,0,1,-5,0,1,1,0,-1,0,-6,0,0,无,0,1,-6,0,1,小,-15,0,-21,0,6,0,1,-21,0,1,6.4,2,0,-14.6,0,0,1,0
1gblxsq7,2,-11,0,0,9,2,-2,0,0,0,1,-2,0,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,-2,0,0,0,0,0,1,-2,0,2,中,-10,0,-12,0,0,无,0,1,-12,0,6,16,2,4,1,0,11.6,2,0,15.6,0,0,1,0
t9m6tgki,2,-22.5,0,0,-21,0,-43.5,0,0,0,1,-43.5,0,0,0,0,1,-43.5,0,0,0,1,-43.5,0,0,0,1,-43.5,0,0,0,1,-43.5,0,0,0,1,-43.5,0,1,1,0,-1,0,-44.5,0,0,无,0,1,-44.5,0,1,小,-15,0,-59.5,0,3,2.8,2,-56.7,0,1,7,2,0,-49.7,0,0,1,0
4hjk8ew7,2,-14.5,0,0,9,2,-5.5,0,0,0,1,-5.5,0,0,0,0,1,-5.5,0,0,0,1,-5.5,0,0,0,1,-5.5,0,0,0,1,-5.5,0,0,0,1,-5.5,0,1,1,0,-1,0,-6.5,0,0,无,0,1,-6.5,0,1,小,-15,0,-21.5,0,6,16,2,-5.5,0,0,11.8,2,0,6.3,0,0,1,0
luq8s82b,2,3.84,1,0,9,2,12.84,1,1,-5,0,7.84,1,1,-0.22,-0.22,0,7.62,1,1,0.76,2,8.38,1,1,0.42,2,8.8,1,1,8.8,2,17.6,1,1,-1.76,0,15.84,1,0.01,1,0,-0.01,0,15.83,1,0,无,0,1,15.83,1,1,小,-7,0,8.83,1,2,9.6,2,18.43,1,1,0,1,0,18.43,0.76,0.2,1,0
96b2y1fq,2,-10.5,0,0,-3,0,-13.5,0,0,0,1,-13.5,0,0,0,0,1,-13.5,0,0,0,1,-13.5,0,0,0,1,-13.5,0,0,0,1,-13.5,0,0,0,1,-13.5,0,1,1,0,-1,0,-14.5,0,0,无,0,1,-14.5,0,0,无,0,1,-14.5,0,6,0,1,-14.5,0,0,12,2,0,-2.5,0,0,1,0
iuy2mq1n,2,-37,0,0,18,2,-19,0,0,0,1,-19,0,0,0,0,1,-19,0,0,0,1,-19,0,0,0,1,-19,0,0,0,1,-19,0,0,0,1,-19,0,1,1,0,-1,0,-20,0,0,无,0,1,-20,0,1,小,-15,0,-35,0,6,0,1,-35,0,1,0,1,0,-35,0,0,1,0
zca7zxyf,2,-17,0,0,-30,0,-47,0,0,0,1,-47,0,0,0,0,1,-47,0,0,0,1,-47,0,0,0,1,-47,0,0,0,1,-47,0,0,0,1,-47,0,1,1,0,-1,0,-48,0,3,大,-15,0,-63,0,2,中,-30,0,-93,0,1,3.6,2,-89.4,0,0,11.6,2,1,-77.8,0,0,1,0
jj2wn94h,2,14.68,1,0,21,2,35.68,1,1,-5,0,30.68,1,1,-0.66,-0.66,0,30.02,1,1,3,2,33.02,1,1,-0.3,0,32.72,1,1,3,2,35.72,1,1,-3.572,0,32.148,1,1,1,0,-1,0,31.15,1,0,无,0,1,31.15,1,3,大,-35,0,-3.85,0,1,7.6,2,3.75,1,1,0,1,0,3.75,3,0.6,1,0
68araqh7,2,-4,0,0,-30,0,-34,0,0,0,1,-34,0,0,0,0,1,-34,0,0,0,1,-34,0,0,0,1,-34,0,0,0,1,-34,0,0,0,1,-34,0,1,1,0,-1,0,-35,0,1,小,-5,0,-40,0,1,小,-15,0,-55,0,2,3.2,2,-51.8,0,0,11,2,1,-40.8,0,0,1,0
zzpnlqei,2,-7,0,0,0,1,-7,0,0,0,1,-7,0,0,0,0,1,-7,0,0,0,1,-7,0,0,0,1,-7,0,0,0,1,-7,0,0,0,1,-7,0,0,0,0,0,1,-7,0,2,中,-10,0,-17,0,1,小,-15,0,-32,0,6,16,2,-16,0,0,5,2,0,-11,0,0,1,0
v5p7lv20,2,27.18,1,0,24,2,51.18,1,2,-10,0,41.18,1,0,0,0,1,41.18,1,1,14.15,2,55.33,1,1,5.53,2,60.86,1,1,45,2,105.86,1,1,-10.586,0,95.274,1,1,1,0,-1,0,94.27,1,0,无,0,1,94.27,1,1,小,-5,0,89.27,1,2,3.2,2,92.47,1,0,5,2,0,97.47,20.75,6,1,0
11qpbunz,2,-73,0,0,0,1,-73,0,0,0,1,-73,0,0,0,0,1,-73,0,0,0,1,-73,0,0,0,1,-73,0,0,0,1,-73,0,0,0,1,-73,0,1,1,0,-1,0,-74,0,3,大,-15,0,-89,0,1,小,-15,0,-104,0,6,0,1,-104,0,1,5.8,2,0,-98.2,0,0,1,0
yaiqosbx,2,3.16,1,0,18,2,21.16,1,0,0,1,21.16,1,0,0,0,1,21.16,1,0,0,1,21.16,1,1,0.5,2,21.66,1,1,-0.5,0,21.16,1,1,-2.116,0,19.044,1,0.04,1,0,-0.04,0,19,1,0,无,0,1,19,1,2,中,-30,0,-11,0,2,3.2,2,-7.8,0,1,7,2,0,-0.8,0,0,1,0
xp91b3qj,2,7.43,1,0,15,2,22.43,1,1,-5,0,17.43,1,1,-1.31,-1.31,0,16.12,1,1,4.54,2,20.66,1,1,0.75,2,21.41,1,1,2,2,23.41,1,1,-2.341,0,21.069,1,2,1,0,-2,0,19.07,1,0,无,0,1,19.07,1,1,小,-7,0,12.07,1,1,7.6,2,19.67,1,0,11.6,2,0,31.27,5.54,2.1,1,0
9t4dpmrw,2,25,1,0,-30,0,-5,0,0,0,1,-5,0,0,0,0,1,-5,0,0,0,1,-5,0,0,0,1,-5,0,0,0,1,-5,0,0,0,1,-5,0,1,1,0,-1,0,-6,0,1,小,-5,0,-11,0,0,无,0,1,-11,0,6,16,2,5,1,0,5,2,1,10,0,0,1,0
i6lqx8ts,2,-22,0,0,-6,0,-28,0,0,0,1,-28,0,0,0,0,1,-28,0,0,0,1,-28,0,0,0,1,-28,0,0,0,1,-28,0,0,0,1,-28,0,1,1,0,-1,0,-29,0,0,无,0,1,-29,0,2,中,-30,0,-59,0,1,7.6,2,-51.4,0,1,5.4,2,0,-46,0,0,1,0
sqfmjhqp,2,5.5,1,0,0,1,5.5,1,1,-5,0,0.5,1,0,0,0,1,0.5,1,1,0.25,2,0.75,1,1,0.07,2,0.82,1,1,-0.25,0,0.57,1,1,-0.057,0,0.513,1,0.5,1,0,-0.5,0,0.01,1,0,无,0,1,0.01,1,0,无,0,1,0.01,1,1,3.6,2,3.61,1,0,5,2,0,8.61,0.25,0,1,0
5kkr5060,2,-23,0,0,-6,0,-29,0,0,0,1,-29,0,0,0,0,1,-29,0,0,0,1,-29,0,0,0,1,-29,0,0,0,1,-29,0,0,0,1,-29,0,1,1,0,-1,0,-30,0,0,无,0,1,-30,0,1,小,-15,0,-45,0,2,3.2,2,-41.8,0,0,5,2,0,-36.8,0,0,1,0
g7uoijja,3,-46,0,1,9,2,-37,0,0,0,1,-37,0,0,0,0,1,-37,0,0,0,1,-37,0,0,0,1,-37,0,0,0,1,-37,0,0,0,1,-37,0,1,1,0,-1,0,-38,0,1,小,-5,0,-43,0,0,无,0,1,-43,0,4,18,2,-25,0,0,11.8,2,0,-13.2,0,0,1,0
8g2iaxf0,3,-39.1,0,0,12,2,-27.1,0,0,0,1,-27.1,0,0,0,0,1,-27.1,0,0,0,1,-27.1,0,0,0,1,-27.1,0,0,0,1,-27.1,0,0,0,1,-27.1,0,1,1,0,-1,0,-28.1,0,0,无,0,1,-28.1,0,1,小,-15,0,-43.1,0,2,14.4,2,-28.7,0,1,0,1,0,-28.7,0,0,1,0
1yemb6kz,3,1.74,1,0,12,2,13.74,1,1,-5,0,8.74,1,0,0,0,1,8.74,1,0,0,1,8.74,1,1,0.2,2,8.94,1,1,6,2,14.94,1,1,-1.494,0,13.446,1,1,1,0,-1,0,12.45,1,0,无,0,1,12.45,1,3,大,-35,0,-22.55,0,4,18,2,-4.55,0,1,7,2,0,2.45,0,0,1,0
x6cv314a,3,-27.5,0,0,12,2,-15.5,0,0,0,1,-15.5,0,0,0,0,1,-15.5,0,0,0,1,-15.5,0,0,0,1,-15.5,0,0,0,1,-15.5,0,0,0,1,-15.5,0,1,1,0,-1,0,-16.5,0,1,小,-5,0,-21.5,0,1,小,-15,0,-36.5,0,6,0,1,-36.5,0,0,11.2,2,0,-25.3,0,0,1,0
26ovv9nz,3,-24.65,0,1,18,2,-6.65,0,0,0,1,-6.65,0,0,0,0,1,-6.65,0,0,0,1,-6.65,0,0,0,1,-6.65,0,0,0,1,-6.65,0,0,0,1,-6.65,0,1,1,0,-1,0,-7.65,0,3,大,-15,0,-22.65,0,0,无,0,1,-22.65,0,2,14.4,2,-8.25,0,0,11.8,2,0,3.55,0,0,1,0
qrj0woux,3,-58.1,0,0,3,2,-55.1,0,0,0,1,-55.1,0,0,0,0,1,-55.1,0,0,0,1,-55.1,0,0,0,1,-55.1,0,0,0,1,-55.1,0,0,0,1,-55.1,0,0,0,0,0,1,-55.1,0,2,中,-10,0,-65.1,0,3,大,-50,0,-115.1,0,1,11.4,2,-103.7,0,0,11.8,2,0,-91.9,0,0,1,0
edydbr11,3,-41,0,0,3,2,-38,0,0,0,1,-38,0,0,0,0,1,-38,0,0,0,1,-38,0,0,0,1,-38,0,0,0,1,-38,0,0,0,1,-38,0,0,0,0,0,1,-38,0,1,小,-5,0,-43,0,1,小,-15,0,-58,0,6,0,1,-58,0,1,7,2,0,-51,0,0,1,0
i3ugntg2,3,-26.9,0,0,18,2,-8.9,0,0,0,1,-8.9,0,0,0,0,1,-8.9,0,0,0,1,-8.9,0,0,0,1,-8.9,0,0,0,1,-8.9,0,0,0,1,-8.9,0,1,1,0,-1,0,-9.9,0,0,无,0,1,-9.9,0,3,大,-50,0,-59.9,0,5,2.4,2,-57.5,0,1,0,1,0,-57.5,0,0,1,0
nil7z8nt,3,-6.5,0,0,0,1,-6.5,0,0,0,1,-6.5,0,0,0,0,1,-6.5,0,0,0,1,-6.5,0,0,0,1,-6.5,0,0,0,1,-6.5,0,0,0,1,-6.5,0,1,1,0,-1,0,-7.5,0,3,大,-15,0,-22.5,0,1,小,-15,0,-37.5,0,2,14.4,2,-23.1,0,0,5,2,0,-18.1,0,0,1,0
i3wgnab9,3,-41.7,0,0,9,2,-32.7,0,0,0,1,-32.7,0,1,0,-20,0,-32.7,0,0,0,1,-32.7,0,0,0,1,-32.7,0,0,0,1,-32.7,0,0,0,1,-32.7,0,1,1,0,-1,0,-33.7,0,1,小,-5,0,-38.7,0,0,无,0,1,-38.7,0,2,4.8,2,-33.9,0,0,11.2,2,0,-22.7,0,0,1,0
7rmwik5s,3,23.74,1,0,-6,0,17.74,1,1,-5,0,12.74,1,1,-5.06,-5.06,0,7.68,1,0,0,1,7.68,1,1,0.75,2,8.43,1,1,0,1,8.43,1,1,-0.843,0,7.587,1,1,1,0,-1,0,6.59,1,0,无,0,1,6.59,1,1,小,-7,0,-0.41,0,5,19.2,2,18.79,1,0,11.8,2,0,30.59,0,4.6,1,0
mzj836b0,3,-14.6,0,0,-30,0,-44.6,0,0,0,1,-44.6,0,0,0,0,1,-44.6,0,0,0,1,-44.6,0,0,0,1,-44.6,0,0,0,1,-44.6,0,0,0,1,-44.6,0,1,1,0,-1,0,-45.6,0,0,无,0,1,-45.6,0,0,无,0,1,-45.6,0,6,0,1,-45.6,0,1,6.8,2,1,-38.8,0,0,1,0
1gblxsq7,3,15.6,1,0,15,2,30.6,1,1,-5,0,25.6,1,0,0,0,1,25.6,1,1,12.8,2,38.4,1,1,2,2,40.4,1,1,30,2,70.4,1,1,-7.04,0,63.36,1,0,0,0,0,1,63.36,1,0,无,0,1,63.36,1,1,小,-7,0,56.36,1,6,0,1,56.36,1,1,0,1,0,56.36,12.8,0,1,0
t9m6tgki,3,-49.7,0,0,-3,0,-52.7,0,0,0,1,-52.7,0,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,1,1,0,-1,0,-53.7,0,0,无,0,1,-53.7,0,2,中,-30,0,-83.7,0,1,5.4,2,-78.3,0,1,5.2,2,0,-73.1,0,0,1,0
