participant.code,subsession.round_number,cash_before_work,cash_before_work_type,work_type,work_profit,work_profit_type,cash_before_health_invest,cash_before_health_invest_type,health_invest_type,health_invest_profit,health_invest_profit_type,cash_before_repay,cash_before_repay_type,repay_type,repay_profit,repay_profit_x,repay_profit_type,cash_before_loan,cash_before_loan_type,loan_type,loan_profit,loan_profit_type,cash_before_invest,cash_before_invest_type,invest_type,invest_profit,invest_profit_type,cash_before_venture,cash_before_venture_type,venture_type,venture_profit,venture_profit_type,cash_before_insurance,cash_before_insurance_type,insurance_type,insurance_profit,insurance_profit_type,cash_before_lottery,cash_before_lottery_type,player.lucky_invest,lottery_type,player.lucky,lottery_profit,lottery_profit_type,cash_before_impact,cash_before_impact_type,impact_type,player.crash_type,impact_profit,impact_profit_type,cash_before_health_impact,cash_before_health_impact_type,health_impact_type,player.health_type,health_impact_profit,health_impact_profit_type,cash_before_preference,cash_before_preference_type,preference_type,preference_profit,preference_profit_type,cash_before_patience,cash_before_patience_type,patience_type,patience_profit,patience_profit_type,player.loss,player.cash,player.total_loans,total,player.treatments,treat5
jwxxxv7d,7,-20.43,0,0,9,2,-11.43,0,0,0,1,-11.43,0,0,0,0,1,-11.43,0,0,0,1,-11.43,0,0,0,1,-11.43,0,0,0,1,-11.43,0,0,0,1,-11.43,0,1,1,0,-1,0,-12.43,0,0,无,0,1,-12.43,0,2,中,-30,0,-42.43,0,5,1.6,2,-40.83,0,0,11.2,2,0,-29.63,0,0,5,1
h7b871s6,7,137.88,1,0,30,2,167.88,1,1,-5,0,162.88,1,1,-27,-27,0,135.88,1,1,48.57,2,184.45,1,1,18.4,2,202.85,1,1,-10,0,192.85,1,1,-19.285,0,173.565,1,1,1,0,-1,0,172.57,1,0,无,0,1,172.57,1,1,小,-7,0,165.57,1,5,12.8,2,178.37,1,0,5,2,0,183.37,69.17,43.27,5,0
szjrd90v,7,-64.6,0,0,18,2,-46.6,0,0,0,1,-46.6,0,0,0,0,1,-46.6,0,0,0,1,-46.6,0,0,0,1,-46.6,0,0,0,1,-46.6,0,0,0,1,-46.6,0,1,1,0,-1,0,-47.6,0,0,无,0,1,-47.6,0,1,小,-15,0,-62.6,0,6,0,1,-62.6,0,0,5,2,0,-57.6,0,0,5,1
tkz7zh9u,7,-46.72,0,0,24,2,-22.72,0,0,0,1,-22.72,0,0,0,0,1,-22.72,0,0,0,1,-22.72,0,0,0,1,-22.72,0,0,0,1,-22.72,0,0,0,1,-22.72,0,1,1,0,-1,0,-23.72,0,0,无,0,1,-23.72,0,0,无,0,1,-23.72,0,6,16,2,-7.72,0,0,11.8,2,0,4.08,0,0,5,0
42bbeqpm,7,-124.08,0,1,12,2,-112.08,0,0,0,1,-112.08,0,0,0,0,1,-112.08,0,0,0,1,-112.08,0,0,0,1,-112.08,0,0,0,1,-112.08,0,0,0,1,-112.08,0,1,1,0,-1,0,-113.08,0,1,小,-5,0,-118.08,0,1,小,-15,0,-133.08,0,6,16,2,-117.08,0,1,6.2,2,0,-110.88,0,0,5,1
1o1f1gpp,7,-74.7,0,1,-30,0,-104.7,0,0,0,1,-104.7,0,0,0,0,1,-104.7,0,0,0,1,-104.7,0,0,0,1,-104.7,0,0,0,1,-104.7,0,0,0,1,-104.7,0,1,1,0,-1,0,-105.7,0,1,小,-5,0,-110.7,0,1,小,-15,0,-125.7,0,6,16,2,-109.7,0,1,7,2,1,-102.7,0,0,5,1
o6m81rh2,7,-75,0,0,3,2,-72,0,0,0,1,-72,0,0,0,0,1,-72,0,0,0,1,-72,0,0,0,1,-72,0,0,0,1,-72,0,0,0,1,-72,0,1,1,0,-1,0,-73,0,2,中,-10,0,-83,0,0,无,0,1,-83,0,6,0,1,-83,0,1,6,2,0,-77,0,0,5,1
ody1m92z,7,-97.7,0,0,6,2,-91.7,0,0,0,1,-91.7,0,0,0,0,1,-91.7,0,0,0,1,-91.7,0,0,0,1,-91.7,0,0,0,1,-91.7,0,0,0,1,-91.7,0,1,1,0,-1,0,-92.7,0,0,无,0,1,-92.7,0,2,中,-30,0,-122.7,0,3,2.8,2,-119.9,0,0,5,2,0,-114.9,0,0,5,1
y5lufa6m,7,18.27,1,0,12,2,30.27,1,1,-5,0,25.27,1,1,-4.76,-4.76,0,20.51,1,1,6.15,2,26.66,1,1,0.9,2,27.56,1,1,0,1,27.56,1,1,-2.756,0,24.804,1,0.1,1,0,-0.1,0,24.7,1,0,无,0,1,24.7,1,0,无,0,1,24.7,1,4,2.4,2,27.1,1,1,0,1,0,27.1,6.15,4.33,5,0
odyzp5vx,7,-133.8,0,0,9,2,-124.8,0,0,0,1,-124.8,0,0,0,0,1,-124.8,0,0,0,1,-124.8,0,0,0,1,-124.8,0,0,0,1,-124.8,0,0,0,1,-124.8,0,1,1,0,-1,0,-125.8,0,1,小,-5,0,-130.8,0,1,小,-15,0,-145.8,0,4,2.4,2,-143.4,0,1,0,1,0,-143.4,0,0,5,1
d67hp72e,7,-67.7,0,0,12,2,-55.7,0,0,0,1,-55.7,0,0,0,0,1,-55.7,0,0,0,1,-55.7,0,0,0,1,-55.7,0,0,0,1,-55.7,0,0,0,1,-55.7,0,1,1,0,-1,0,-56.7,0,0,无,0,1,-56.7,0,2,中,-30,0,-86.7,0,2,9.6,2,-77.1,0,1,6.4,2,0,-70.7,0,0,5,1
o73qrv2n,7,-66.4,0,0,24,2,-42.4,0,0,0,1,-42.4,0,0,0,0,1,-42.4,0,0,0,1,-42.4,0,0,0,1,-42.4,0,0,0,1,-42.4,0,0,0,1,-42.4,0,0,0,0,0,1,-42.4,0,1,小,-5,0,-47.4,0,2,中,-30,0,-77.4,0,4,2.4,2,-75,0,1,0,1,0,-75,0,0,5,1
1qzlh5mu,7,-72.3,0,0,9,2,-63.3,0,0,0,1,-63.3,0,0,0,0,1,-63.3,0,0,0,1,-63.3,0,0,0,1,-63.3,0,0,0,1,-63.3,0,0,0,1,-63.3,0,1,1,0,-1,0,-64.3,0,1,小,-5,0,-69.3,0,1,小,-15,0,-84.3,0,4,2.4,2,-81.9,0,1,6.6,2,0,-75.3,0,0,5,1
dnwj15ee,7,-67.7,0,0,15,2,-52.7,0,0,0,1,-52.7,0,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,1,1,0,-1,0,-53.7,0,0,无,0,1,-53.7,0,1,小,-15,0,-68.7,0,6,16,2,-52.7,0,1,7,2,0,-45.7,0,0,5,1
n1yognqv,8,-65.5,0,0,9,2,-56.5,0,0,0,1,-56.5,0,0,0,0,1,-56.5,0,0,0,1,-56.5,0,0,0,1,-56.5,0,0,0,1,-56.5,0,0,0,1,-56.5,0,1,1,0,-1,0,-57.5,0,1,小,-5,0,-62.5,0,2,中,-30,0,-92.5,0,5,19.2,2,-73.3,0,0,5,2,0,-68.3,0,0,5,1
hdp578ga,8,-29.2,0,0,9,2,-20.2,0,0,0,1,-20.2,0,0,0,0,1,-20.2,0,0,0,1,-20.2,0,0,0,1,-20.2,0,0,0,1,-20.2,0,0,0,1,-20.2,0,1,1,0,-1,0,-21.2,0,2,中,-10,0,-31.2,0,1,小,-15,0,-46.2,0,3,15,2,-31.2,0,1,0,1,0,-31.2,0,0,5,1
8takecva,8,72.48,1,0,24,2,96.48,1,1,-5,0,91.48,1,0,0,0,1,91.48,1,0,0,1,91.48,1,1,-4.5,0,86.98,1,0,0,1,86.98,1,1,-8.698,0,78.282,1,1,1,0,-1,0,77.28,1,0,无,0,1,77.28,1,1,小,-7,0,70.28,1,4,3.6,2,73.88,1,1,0,1,0,73.88,0,0,5,0
kesgwead,8,-65.7,0,0,15,2,-50.7,0,0,0,1,-50.7,0,0,0,0,1,-50.7,0,0,0,1,-50.7,0,0,0,1,-50.7,0,0,0,1,-50.7,0,0,0,1,-50.7,0,1,1,0,-1,0,-51.7,0,3,大,-15,0,-66.7,0,3,大,-50,0,-116.7,0,4,18,2,-98.7,0,0,5,2,0,-93.7,0,0,5,1
x6zxi4xg,8,-75.6,0,0,9,2,-66.6,0,0,0,1,-66.6,0,0,0,0,1,-66.6,0,0,0,1,-66.6,0,0,0,1,-66.6,0,0,0,1,-66.6,0,0,0,1,-66.6,0,1,1,0,-1,0,-67.6,0,1,小,-5,0,-72.6,0,0,无,0,1,-72.6,0,0,6,2,-66.6,0,1,5.6,2,0,-61,0,0,5,1
3j49d97z,8,-22.68,0,0,9,2,-13.68,0,0,0,1,-13.68,0,0,0,0,1,-13.68,0,0,0,1,-13.68,0,0,0,1,-13.68,0,0,0,1,-13.68,0,0,0,1,-13.68,0,1,1,0,-1,0,-14.68,0,0,无,0,1,-14.68,0,2,中,-30,0,-44.68,0,4,18,2,-26.68,0,1,6.6,2,0,-20.08,0,0,5,0
jwxxxv7d,8,-29.63,0,0,12,2,-17.63,0,0,0,1,-17.63,0,0,0,0,1,-17.63,0,0,0,1,-17.63,0,0,0,1,-17.63,0,0,0,1,-17.63,0,0,0,1,-17.63,0,1,1,0,-1,0,-18.63,0,0,无,0,1,-18.63,0,1,小,-15,0,-33.63,0,6,0,1,-33.63,0,1,0,1,0,-33.63,0,0,5,1
h7b871s6,8,183.37,1,0,30,2,213.37,1,2,-10,0,203.37,1,1,-26,-26,0,177.37,1,1,26.28,2,203.65,1,1,30.45,2,234.1,1,1,30,2,264.1,1,1,-26.41,0,237.69,1,1,1,0,-1,0,236.69,1,0,无,0,1,236.69,1,1,小,-5,0,231.69,1,5,19.2,2,250.89,1,0,5,2,0,255.89,76.37,69.17,5,0
szjrd90v,8,-57.6,0,0,15,2,-42.6,0,0,0,1,-42.6,0,0,0,0,1,-42.6,0,0,0,1,-42.6,0,0,0,1,-42.6,0,0,0,1,-42.6,0,0,0,1,-42.6,0,1,1,0,-1,0,-43.6,0,0,无,0,1,-43.6,0,1,小,-15,0,-58.6,0,5,2.4,2,-56.2,0,0,5,2,0,-51.2,0,0,5,1
tkz7zh9u,8,4.08,1,0,18,2,22.08,1,1,-5,0,17.08,1,0,0,0,1,17.08,1,1,10.25,2,27.33,1,1,3.75,2,31.08,1,1,0,1,31.08,1,1,-3.108,0,27.972,1,1,1,0,-1,0,26.97,1,0,无,0,1,26.97,1,1,小,-7,0,19.97,1,6,0,1,19.97,1,1,0,1,0,19.97,10.25,0,5,0
42bbeqpm,8,-110.88,0,0,-30,0,-140.88,0,0,0,1,-140.88,0,0,0,0,1,-140.88,0,0,0,1,-140.88,0,0,0,1,-140.88,0,0,0,1,-140.88,0,0,0,1,-140.88,0,1,1,0,-1,0,-141.88,0,1,小,-5,0,-146.88,0,0,无,0,1,-146.88,0,6,24,2,-122.88,0,1,5.4,2,1,-117.48,0,0,5,1
1o1f1gpp,8,-102.7,0,1,18,2,-84.7,0,0,0,1,-84.7,0,0,0,0,1,-84.7,0,0,0,1,-84.7,0,0,0,1,-84.7,0,0,0,1,-84.7,0,0,0,1,-84.7,0,1,1,0,-1,0,-85.7,0,2,中,-10,0,-95.7,0,1,小,-15,0,-110.7,0,6,0,1,-110.7,0,1,5.2,2,0,-105.5,0,0,5,1
o6m81rh2,8,-77,0,0,-3,0,-80,0,0,0,1,-80,0,0,0,0,1,-80,0,0,0,1,-80,0,0,0,1,-80,0,0,0,1,-80,0,0,0,1,-80,0,1,1,0,-1,0,-81,0,1,小,-5,0,-86,0,1,小,-15,0,-101,0,6,0,1,-101,0,1,6.4,2,0,-94.6,0,0,5,1
ody1m92z,8,-114.9,0,0,-9,0,-123.9,0,0,0,1,-123.9,0,0,0,0,1,-123.9,0,0,0,1,-123.9,0,0,0,1,-123.9,0,0,0,1,-123.9,0,0,0,1,-123.9,0,1,1,0,-1,0,-124.9,0,2,中,-10,0,-134.9,0,1,小,-15,0,-149.9,0,5,2.4,2,-147.5,0,1,0,1,0,-147.5,0,0,5,1
y5lufa6m,8,27.1,1,0,18,2,45.1,1,1,-5,0,40.1,1,1,-6.765,-6.77,0,33.335,1,1,10,2,43.335,1,1,0.5,2,43.835,1,1,5,2,48.835,1,1,-4.8835,0,43.9515,1,0.1,1,0,-0.1,0,43.85,1,0,无,0,1,43.85,1,1,小,-7,0,36.85,1,4,3.6,2,40.45,1,1,6.2,2,0,46.65,10,6.15,5,0
odyzp5vx,8,-143.4,0,0,6,2,-137.4,0,0,0,1,-137.4,0,0,0,0,1,-137.4,0,0,0,1,-137.4,0,0,0,1,-137.4,0,0,0,1,-137.4,0,0,0,1,-137.4,0,1,1,0,-1,0,-138.4,0,2,中,-10,0,-148.4,0,2,中,-30,0,-178.4,0,6,24,2,-154.4,0,1,5.2,2,0,-149.2,0,0,5,1
d67hp72e,8,-70.7,0,0,18,2,-52.7,0,0,0,1,-52.7,0,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,0,0,1,-52.7,0,1,1,0,-1,0,-53.7,0,1,小,-5,0,-58.7,0,1,小,-15,0,-73.7,0,1,5.4,2,-68.3,0,0,10.8,2,0,-57.5,0,0,5,1
o73qrv2n,8,-75,0,0,18,2,-57,0,0,0,1,-57,0,0,0,0,1,-57,0,0,0,1,-57,0,0,0,1,-57,0,0,0,1,-57,0,0,0,1,-57,0,0,0,0,0,1,-57,0,0,无,0,1,-57,0,1,小,-15,0,-72,0,4,18,2,-54,0,0,11.8,2,0,-42.2,0,0,5,1
1qzlh5mu,8,-75.3,0,0,6,2,-69.3,0,0,0,1,-69.3,0,0,0,0,1,-69.3,0,0,0,1,-69.3,0,0,0,1,-69.3,0,0,0,1,-69.3,0,0,0,1,-69.3,0,1,1,0,-1,0,-70.3,0,2,中,-10,0,-80.3,0,2,中,-30,0,-110.3,0,2,4.8,2,-105.5,0,0,11.2,2,0,-94.3,0,0,5,1
dnwj15ee,8,-45.7,0,0,6,2,-39.7,0,0,0,1,-39.7,0,0,0,0,1,-39.7,0,0,0,1,-39.7,0,0,0,1,-39.7,0,0,0,1,-39.7,0,0,0,1,-39.7,0,0,0,0,0,1,-39.7,0,3,大,-15,0,-54.7,0,1,小,-15,0,-69.7,0,6,0,1,-69.7,0,1,6.6,2,0,-63.1,0,0,5,1
n1yognqv,9,-68.3,0,0,-30,0,-98.3,0,0,0,1,-98.3,0,0,0,0,1,-98.3,0,0,0,1,-98.3,0,0,0,1,-98.3,0,0,0,1,-98.3,0,0,0,1,-98.3,0,1,1,0,-1,0,-99.3,0,0,无,0,1,-99.3,0,1,小,-15,0,-114.3,0,6,16,2,-98.3,0,0,5,2,1,-93.3,0,0,5,1
hdp578ga,9,-31.2,0,0,6,2,-25.2,0,0,0,1,-25.2,0,0,0,0,1,-25.2,0,0,0,1,-25.2,0,0,0,1,-25.2,0,0,0,1,-25.2,0,0,0,1,-25.2,0,1,1,0,-1,0,-26.2,0,2,中,-10,0,-36.2,0,2,中,-30,0,-66.2,0,3,2.1,2,-64.1,0,1,6.6,2,0,-57.5,0,0,5,1
8takecva,9,73.88,1,0,15,2,88.88,1,1,-5,0,83.88,1,0,0,0,1,83.88,1,0,0,1,83.88,1,1,8,2,91.88,1,0,0,1,91.88,1,1,-9.188,0,82.692,1,1,1,0,-1,0,81.69,1,0,无,0,1,81.69,1,1,小,-7,0,74.69,1,4,1.8,2,76.49,1,1,7,2,0,83.49,0,0,5,0
kesgwead,9,-93.7,0,0,30,2,-63.7,0,0,0,1,-63.7,0,0,0,0,1,-63.7,0,0,0,1,-63.7,0,0,0,1,-63.7,0,0,0,1,-63.7,0,0,0,1,-63.7,0,1,1,0,-1,0,-64.7,0,1,小,-5,0,-69.7,0,2,中,-30,0,-99.7,0,3,7.5,2,-92.2,0,0,5,2,0,-87.2,0,0,5,1
x6zxi4xg,9,-61,0,0,3,2,-58,0,0,0,1,-58,0,0,0,0,1,-58,0,0,0,1,-58,0,0,0,1,-58,0,0,0,1,-58,0,0,0,1,-58,0,1,1,0,-1,0,-59,0,0,无,0,1,-59,0,0,无,0,1,-59,0,6,0,1,-59,0,1,6,2,0,-53,0,0,5,1
3j49d97z,9,-20.08,0,0,27,2,6.92,1,1,-5,0,1.92,1,0,0,0,1,1.92,1,1,0.02,2,1.94,1,1,0.08,2,2.02,1,1,-1.5,0,0.52,1,1,-0.052,0,0.468,1,0,0,0,0,1,0.47,1,0,无,0,1,0.47,1,1,小,-7,0,-6.53,0,6,16,2,9.47,1,1,6.4,2,0,15.87,0.02,0,5,0
jwxxxv7d,9,-33.63,0,0,18,2,-15.63,0,0,0,1,-15.63,0,0,0,0,1,-15.63,0,0,0,1,-15.63,0,0,0,1,-15.63,0,0,0,1,-15.63,0,0,0,1,-15.63,0,1,1,0,-1,0,-16.63,0,2,中,-10,0,-26.63,0,2,中,-30,0,-56.63,0,6,0,1,-56.63,0,1,6.4,2,0,-50.23,0,0,5,1
h7b871s6,9,255.89,1,0,30,2,285.89,1,1,-5,0,280.89,1,1,-24,-24,0,256.89,1,1,58.12,2,315.01,1,1,31.5,2,346.51,1,1,10,2,356.51,1,1,-35.651,0,320.859,1,1,1,0,-1,0,319.86,1,0,无,0,1,319.86,1,2,中,-21,0,298.86,1,3,7.5,2,306.36,1,1,0,1,0,306.36,118.13,76.37,5,0
szjrd90v,9,-51.2,0,0,9,2,-42.2,0,0,0,1,-42.2,0,0,0,0,1,-42.2,0,0,0,1,-42.2,0,0,0,1,-42.2,0,0,0,1,-42.2,0,0,0,1,-42.2,0,1,1,0,-1,0,-43.2,0,0,无,0,1,-43.2,0,1,小,-15,0,-58.2,0,5,9.6,2,-48.6,0,0,5,2,0,-43.6,0,0,5,1
tkz7zh9u,9,19.97,1,0,21,2,40.97,1,1,-5,0,35.97,1,0,0,0,1,35.97,1,1,3.53,2,39.5,1,1,3.75,2,43.25,1,1,-5,0,38.25,1,1,-3.825,0,34.425,1,0,0,0,0,1,34.43,1,0,无,0,1,34.43,1,1,小,-7,0,27.43,1,6,16,2,43.43,1,1,6.2,2,0,49.63,14.81,10.25,5,0
42bbeqpm,9,-117.48,0,1,3,2,-114.48,0,0,0,1,-114.48,0,0,0,0,1,-114.48,0,0,0,1,-114.48,0,0,0,1,-114.48,0,0,0,1,-114.48,0,0,0,1,-114.48,0,1,1,0,-1,0,-115.48,0,1,小,-5,0,-120.48,0,1,小,-15,0,-135.48,0,6,16,2,-119.48,0,1,6.6,2,0,-112.88,0,0,5,1
1o1f1gpp,9,-105.5,0,0,18,2,-87.5,0,0,0,1,-87.5,0,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,1,1,0,-1,0,-88.5,0,0,无,0,1,-88.5,0,1,小,-15,0,-103.5,0,6,16,2,-87.5,0,1,6.2,2,0,-81.3,0,0,5,1
o6m81rh2,9,-94.6,0,0,9,2,-85.6,0,0,0,1,-85.6,0,0,0,0,1,-85.6,0,0,0,1,-85.6,0,0,0,1,-85.6,0,0,0,1,-85.6,0,0,0,1,-85.6,0,1,1,0,-1,0,-86.6,0,1,小,-5,0,-91.6,0,1,小,-15,0,-106.6,0,6,0,1,-106.6,0,1,5.2,2,0,-101.4,0,0,5,1
ody1m92z,9,-147.5,0,0,3,2,-144.5,0,0,0,1,-144.5,0,0,0,0,1,-144.5,0,0,0,1,-144.5,0,0,0,1,-144.5,0,0,0,1,-144.5,0,0,0,1,-144.5,0,1,1,0,-1,0,-145.5,0,0,无,0,1,-145.5,0,0,无,0,1,-145.5,0,5,1.2,2,-144.3,0,1,7,2,0,-137.3,0,0,5,1
y5lufa6m,9,46.65,1,0,24,2,70.65,1,1,-5,0,65.65,1,1,-11,-11,0,54.65,1,1,16.39,2,71.04,1,1,-0.8,0,70.24,1,1,7.5,2,77.74,1,1,-7.774,0,69.966,1,0.1,1,0,-0.1,0,69.87,1,0,无,0,1,69.87,1,1,小,-7,0,62.87,1,4,9,2,71.87,1,0,12,2,0,83.87,16.39,10,5,0
odyzp5vx,9,-149.2,0,0,3,2,-146.2,0,0,0,1,-146.2,0,0,0,0,1,-146.2,0,0,0,1,-146.2,0,0,0,1,-146.2,0,0,0,1,-146.2,0,0,0,1,-146.2,0,1,1,0,-1,0,-147.2,0,2,中,-10,0,-157.2,0,2,中,-30,0,-187.2,0,6,16,2,-171.2,0,1,5.2,2,0,-166,0,0,5,1
d67hp72e,9,-57.5,0,0,18,2,-39.5,0,0,0,1,-39.5,0,0,0,0,1,-39.5,0,0,0,1,-39.5,0,0,0,1,-39.5,0,0,0,1,-39.5,0,0,0,1,-39.5,0,1,1,0,-1,0,-40.5,0,2,中,-10,0,-50.5,0,2,中,-30,0,-80.5,0,1,2.7,2,-77.8,0,1,0,1,0,-77.8,0,0,5,1
o73qrv2n,9,-42.2,0,0,15,2,-27.2,0,0,0,1,-27.2,0,0,0,0,1,-27.2,0,0,0,1,-27.2,0,0,0,1,-27.2,0,0,0,1,-27.2,0,0,0,1,-27.2,0,0,0,0,0,1,-27.2,0,2,中,-10,0,-37.2,0,1,小,-15,0,-52.2,0,0,3,2,-49.2,0,1,0,1,0,-49.2,0,0,5,1
1qzlh5mu,9,-94.3,0,0,6,2,-88.3,0,0,0,1,-88.3,0,0,0,0,1,-88.3,0,0,0,1,-88.3,0,0,0,1,-88.3,0,0,0,1,-88.3,0,0,0,1,-88.3,0,1,1,0,-1,0,-89.3,0,3,大,-15,0,-104.3,0,1,小,-15,0,-119.3,0,3,2.1,2,-117.2,0,0,5,2,0,-112.2,0,0,5,1
dnwj15ee,9,-63.1,0,0,-30,0,-93.1,0,0,0,1,-93.1,0,0,0,0,1,-93.1,0,0,0,1,-93.1,0,0,0,1,-93.1,0,0,0,1,-93.1,0,0,0,1,-93.1,0,1,1,0,-1,0,-94.1,0,2,中,-10,0,-104.1,0,1,小,-15,0,-119.1,0,6,16,2,-103.1,0,1,6.2,2,1,-96.9,0,0,5,1
n1yognqv,10,-93.3,0,1,3,2,-90.3,0,0,0,1,-90.3,0,0,0,0,1,-90.3,0,0,0,1,-90.3,0,0,0,1,-90.3,0,0,0,1,-90.3,0,0,0,1,-90.3,0,1,1,0,-1,0,-91.3,0,1,小,-5,0,-96.3,0,1,小,-15,0,-111.3,0,6,0,1,-111.3,0,0,4,2,0,-107.3,0,0,5,1
hdp578ga,10,-57.5,0,0,-30,0,-87.5,0,0,0,1,-87.5,0,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,0,0,1,-87.5,0,1,1,0,-1,0,-88.5,0,3,大,-15,0,-103.5,0,3,大,-50,0,-153.5,0,5,6.4,2,-147.1,0,1,5.6,2,0,-141.5,0,0,5,1
8takecva,10,83.49,1,0,21,2,104.49,1,1,-5,0,99.49,1,0,0,0,1,99.49,1,0,0,1,99.49,1,1,14.85,2,114.34,1,0,0,1,114.34,1,1,-11.434,0,102.906,1,0,0,0,0,1,102.91,1,0,无,0,1,102.91,1,1,小,-7,0,95.91,1,4,1.2,2,97.11,1,1,6.8,2,0,103.91,0,0,5,0
kesgwead,10,-87.2,0,0,12,2,-75.2,0,0,0,1,-75.2,0,0,0,0,1,-75.2,0,0,0,1,-75.2,0,0,0,1,-75.2,0,0,0,1,-75.2,0,0,0,1,-75.2,0,0,0,0,0,1,-75.2,0,0,无,0,1,-75.2,0,2,中,-30,0,-105.2,0,4,6,2,-99.2,0,1,0,1,0,-100.2,0,0,5,1
x6zxi4xg,10,-53,0,0,3,2,-50,0,0,0,1,-50,0,0,0,0,1,-50,0,0,0,1,-50,0,0,0,1,-50,0,0,0,1,-50,0,0,0,1,-50,0,1,1,0,-1,0,-51,0,2,中,-10,0,-61,0,1,小,-15,0,-76,0,6,8,2,-68,0,1,6,2,0,-62,0,0,5,1
3j49d97z,10,15.87,1,0,6,2,21.87,1,2,-10,0,11.87,1,0,0,0,1,11.87,1,1,1.19,2,13.06,1,1,1.5,2,14.56,1,1,-5,0,9.56,1,1,-0.956,0,8.604,1,1,1,0,-1,0,7.6,1,0,无,0,1,7.6,1,1,小,-5,0,2.6,1,6,0,1,2.6,1,1,6,2,0,8.6,1.21,0.02,5,0
jwxxxv7d,10,-50.23,0,0,12,2,-38.23,0,0,0,1,-38.23,0,0,0,0,1,-38.23,0,0,0,1,-38.23,0,0,0,1,-38.23,0,0,0,1,-38.23,0,0,0,1,-38.23,0,1,1,0,-1,0,-39.23,0,0,无,0,1,-39.23,0,0,无,0,1,-39.23,0,4,6,2,-33.23,0,0,11,2,0,-22.23,0,0,5,1
h7b871s6,10,306.36,1,0,27,2,333.36,1,1,-5,0,328.36,1,1,-100,-100,0,228.36,1,1,89.11,2,317.47,1,1,31.7,2,349.17,1,1,-30,0,319.17,1,1,-31.917,0,287.253,1,1,1,0,-1,0,286.25,1,0,无,0,1,286.25,1,1,小,-7,0,279.25,1,5,0.8,2,280.05,1,1,5.6,2,0,285.65,119.05,118.13,5,0
szjrd90v,10,-43.6,0,0,9,2,-34.6,0,0,0,1,-34.6,0,0,0,0,1,-34.6,0,0,0,1,-34.6,0,0,0,1,-34.6,0,0,0,1,-34.6,0,0,0,1,-34.6,0,1,1,0,-1,0,-35.6,0,1,小,-5,0,-40.6,0,1,小,-15,0,-55.6,0,6,0,1,-55.6,0,0,4,2,0,-51.6,0,0,5,1
tkz7zh9u,10,49.63,1,0,21,2,70.63,1,1,-5,0,65.63,1,0,0,0,1,65.63,1,1,13.31,2,78.94,1,1,7.5,2,86.44,1,1,-10,0,76.44,1,1,-7.644,0,68.796,1,0,0,0,0,1,68.8,1,0,无,0,1,68.8,1,1,小,-7,0,61.8,1,6,8,2,69.8,1,1,6.8,2,0,76.6,29.6,14.81,5,0
42bbeqpm,10,-112.88,0,0,12,2,-100.88,0,0,0,1,-100.88,0,0,0,0,1,-100.88,0,0,0,1,-100.88,0,0,0,1,-100.88,0,0,0,1,-100.88,0,0,0,1,-100.88,0,1,1,0,-1,0,-101.88,0,0,无,0,1,-101.88,0,0,无,0,1,-101.88,0,6,8,2,-93.88,0,0,4.2,2,0,-89.68,0,0,5,1
1o1f1gpp,10,-81.3,0,0,-30,0,-111.3,0,0,0,1,-111.3,0,0,0,0,1,-111.3,0,0,0,1,-111.3,0,0,0,1,-111.3,0,0,0,1,-111.3,0,0,0,1,-111.3,0,1,1,0,-1,0,-112.3,0,1,小,-5,0,-117.3,0,2,中,-30,0,-147.3,0,6,8,2,-139.3,0,1,5.4,2,0,-133.9,0,0,5,1
o6m81rh2,10,-101.4,0,0,-3,0,-104.4,0,0,0,1,-104.4,0,0,0,0,1,-104.4,0,0,0,1,-104.4,0,0,0,1,-104.4,0,0,0,1,-104.4,0,0,0,1,-104.4,0,1,1,0,-1,0,-105.4,0,1,小,-5,0,-110.4,0,2,中,-30,0,-140.4,0,6,8,2,-132.4,0,0,5,2,0,-127.4,0,0,5,1
ody1m92z,10,-137.3,0,0,6,2,-131.3,0,0,0,1,-131.3,0,0,0,0,1,-131.3,0,0,0,1,-131.3,0,0,0,1,-131.3,0,0,0,1,-131.3,0,0,0,1,-131.3,0,1,1,1,79,2,-52.3,0,0,无,0,1,-52.3,0,1,小,-15,0,-67.3,0,6,0,1,-67.3,0,1,5.4,2,0,-61.9,0,0,5,1
y5lufa6m,10,83.87,1,0,6,2,89.87,1,1,-5,0,84.87,1,1,-18.029,-18.03,0,66.841,1,1,13.37,2,80.211,1,1,1.4,2,81.611,1,1,15,2,96.611,1,1,-9.6611,0,86.9499,1,0.1,1,0,-0.1,0,86.85,1,0,无,0,1,86.85,1,1,小,-7,0,79.85,1,5,6.4,2,86.25,1,1,0,1,0,85.25,13.37,16.39,5,0
