code,biao,Work_type,Work_profit,Health_type,Health_profit,Repay_type,Repay_profit,Loan_type,Loan_profit,Investment_type,Investment_profit,Venture_type,Venture_profit,Insurance_type,Insurance_profit,Lottery_type,Lottery_profit,Disaster_type,Disaster_profit,Ill_type,Ill_profit,Preference_type,Preference_profit,Patience_type,Patience_profit,start,end,profit
sqfmjhqp,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,20,0,5,-32.85,-13.85,19
5kkr5060,6,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,1,9.5,0,5,-68.4,-124.9,-56.5
g7uoijja,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,5,12.8,0,11.8,-18.6,-22,-3.4
8g2iaxf0,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,2,9.6,1,6.6,-49.2,-32,17.2
1yemb6kz,7,0,18,1,-5,0,0,0,0,1,-1.25,1,34.5,1,-13.279,1,-1,0,0,0,0,3,10,0,12,86.54,140.51,53.97
x6cv314a,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,2,9.6,1,5,-48.9,-78.3,-29.4
26ovv9nz,7,0,18,2,-10,1,-4.99,1,7.23,1,-0.5,1,0,1,-4.288,0,0,0,0,0,0,4,2.4,1,0,33.14,40.99,7.85
qrj0woux,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,4,12,0,12,-153.7,-160.7,-7
edydbr11,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,6,0,1,6,-77.4,-85.4,-8
i3ugntg2,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,6.6,-70.3,-75.7,-5.4
nil7z8nt,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,3.2,1,5.4,-93.5,-79.9,13.6
i3wgnab9,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,0,4,0,11.8,-46.5,-64.7,-18.2
7rmwik5s,7,0,12,1,-5,1,-1.13,1,3.13,1,0.4,1,2,1,-1.075,1,-1,0,0,0,0,6,16,1,6.2,-0.65,30.88,31.53
mzj836b0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,16,1,6.4,-96.6,-107.2,-10.6
1gblxsq7,7,0,15,1,-5,0,0,0,0,1,0.5,1,15,1,-3.042,0,0,0,0,0,0,6,0,0,5,4.92,32.38,27.46
t9m6tgki,7,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,3.6,1,5.4,-122.4,-137.4,-15
4hjk8ew7,7,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,0,5,-20.34,-86.34,-66
luq8s82b,7,1,3,0,0,0,0,1,0.03,1,0.1,1,-0.5,1,-0.241,1,-0.01,0,0,0,0,2,9.6,0,11.8,-0.22,23.56,23.78
96b2y1fq,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,2,9.6,1,7,-25.97,-36.37,-10.4
iuy2mq1n,7,0,21,1,-5,0,0,0,0,1,2,1,22.5,1,-7.526,1,-2,0,0,1,-7,5,1.6,1,6.2,34.76,66.53,31.77
zca7zxyf,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,3.2,0,12,-94.1,-103.9,-9.8
jj2wn94h,7,0,-30,1,-5,0,0,0,0,1,-0.15,1,-0.25,1,-2.342,1,-0.2,0,0,0,0,1,3.6,1,7,58.82,31.48,-27.34
68araqh7,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,2,3.2,1,5.2,-137.1,-122.7,14.4
zzpnlqei,7,0,24,1,-5,0,0,0,0,1,9.26,1,17.79,1,-11.965,1,-0.69,0,0,0,0,6,16,1,6,73.6,129,55.4
v5p7lv20,7,0,15,2,-10,1,-40.01,1,31.44,1,21.66,1,30,1,-26.83,1,-1,0,0,0,0,2,3.2,0,5,220.21,248.67,28.46
11qpbunz,7,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,1,6.8,-179.8,-177,2.8
yaiqosbx,7,0,9,1,-5,0,0,0,0,1,-0.1,1,1,1,-5.303,1,-0.03,0,0,2,-21,1,3.6,1,5.8,48.13,36.1,-12.03
xp91b3qj,7,0,-30,0,0,1,-4,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,3.2,1,6.8,18.82,-26.18,-45
9t4dpmrw,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,16,1,6,-38.78,-63.78,-25
i6lqx8ts,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,9.6,1,5.4,-101.8,-99.8,2
sqfmjhqp,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,16,0,5,-13.85,-7.85,6
5kkr5060,7,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,9.6,1,5,-124.9,-114.3,10.6
g7uoijja,8,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,0,5,-22,-64,-42
8g2iaxf0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,2,4.8,1,5.8,-32,-5.4,26.6
1yemb6kz,8,0,12,1,-5,0,0,0,0,1,-2,1,57,1,-20.251,1,-1,0,0,2,-21,2,4.8,0,5,140.51,170.06,29.55
x6cv314a,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,0,6,0,5,-78.3,-109.3,-31
26ovv9nz,8,0,18,2,-10,1,-7.59,0,0,1,1.5,1,-1.5,1,-4.14,0,0,0,0,2,-15,4,3.6,1,7,40.99,32.86,-8.13
qrj0woux,8,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,5,2.4,1,5,-160.7,-182.3,-21.6
edydbr11,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,24,1,7,-85.4,-54.4,31
i3ugntg2,8,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,3,-50,6,24,1,6.2,-75.7,-131.5,-55.8
nil7z8nt,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,4,18,1,5.6,-79.9,-62.3,17.6
i3wgnab9,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,11.4,1,0,-64.7,-68.3,-3.6
7rmwik5s,8,0,18,2,-10,1,-3.44,0,0,1,2,1,10,1,-4.744,1,-2,0,0,1,-5,4,3.6,1,5.2,30.88,44.5,13.62
mzj836b0,8,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,6,-107.2,-131.2,-24
1gblxsq7,8,0,12,1,-5,0,0,0,0,1,-1,1,7.5,1,-4.588,0,0,0,0,2,-21,6,24,0,5,32.38,49.29,16.91
t9m6tgki,8,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,0,6,1,6.4,-137.4,-150,-12.6
4hjk8ew7,8,1,6,0,0,1,-2.365,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,0,0,5,-86.34,-78.71,7.63
luq8s82b,8,0,6,1,-5,1,-0.03,0,0,1,-0.5,1,0,1,-2.403,1,-0.01,0,0,0,0,2,4.8,1,0,23.56,26.42,2.86
96b2y1fq,8,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,2,14.4,0,11.4,-36.37,-52.57,-16.2
iuy2mq1n,8,0,18,1,-5,0,0,0,0,1,10.5,1,0,1,-9.003,1,-2,0,0,1,-7,5,19.2,0,10.8,66.53,102.03,35.5
zca7zxyf,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,4.8,1,5,-103.9,-109.1,-5.2
jj2wn94h,8,1,27,1,-5,0,0,0,0,1,1.5,1,3,1,-5.798,1,-0.5,0,0,2,-21,1,11.4,1,6.4,31.48,48.48,17
68araqh7,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.4,1,5.8,-122.7,-84.5,38.2
zzpnlqei,8,0,9,1,-5,0,0,0,0,1,-6.65,1,-6.35,1,-12,1,-1,0,0,1,-7,6,0,1,6.8,129,106.8,-22.2
v5p7lv20,8,0,18,2,-10,1,-60,1,19.13,1,32.25,1,50,1,-29.805,1,-1,0,0,1,-5,2,4.8,0,5,248.67,272.05,23.38
11qpbunz,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,24,1,6.8,-177,-142.2,34.8
yaiqosbx,8,0,6,1,-5,0,0,0,0,1,0.45,1,0,1,-3.755,1,-0.8,0,0,1,-7,1,5.4,1,5.4,36.1,36.8,0.7
xp91b3qj,8,1,30,0,0,1,-0.49,0,0,1,0.15,1,-1,1,-0.248,1,-1,0,0,1,-15,1,5.4,0,11.4,-26.18,3.03,29.21
9t4dpmrw,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,0,1,5.6,-63.78,-83.18,-19.4
i6lqx8ts,8,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,11.4,1,5.4,-99.8,-110,-10.2
sqfmjhqp,8,0,12,0,0,1,0,1,2.49,1,0.2,1,0,1,-0.684,1,-1,0,0,1,-15,1,11.4,1,0,-7.85,1.56,9.41
5kkr5060,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,5.4,1,5,-114.3,-115.9,-1.6
g7uoijja,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,0,-64,-71,-7
8g2iaxf0,9,0,12,1,-5,0,0,1,0.16,1,0.26,1,1,1,-0.302,0,0,0,0,1,-7,2,2.4,1,7,-5.4,5.12,10.52
1yemb6kz,9,0,24,1,-5,0,0,0,0,1,2,1,-20,1,-17.106,1,-1,0,0,1,-7,2,7.2,1,0,170.06,153.15,-16.91
x6cv314a,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,6,0,1,0,-109.3,-149.3,-40
26ovv9nz,9,0,-30,0,0,1,-0.396,0,0,1,0.05,1,-0.25,1,-0.2264,0,0,0,0,1,-15,2,7.2,0,11.2,32.86,5.43,-27.43
qrj0woux,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,16,1,0,-182.3,-169.3,13
edydbr11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,6,0,1,7,-54.4,-93.4,-39
i3ugntg2,9,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,0,1,6.4,-131.5,-129.1,2.4
nil7z8nt,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-10,1,-15,3,2.1,1,5.8,-62.3,-73.4,-11.1
i3wgnab9,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,1,5.7,1,6.2,-68.3,-66.4,1.9
7rmwik5s,9,0,21,2,-10,0,0,1,27.75,1,8,1,10,1,-10.125,1,-1,0,0,0,0,6,16,1,7,44.5,113.13,68.63
mzj836b0,9,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,1,-15,6,0,1,5.2,-131.2,-130,1.2
1gblxsq7,9,0,12,1,-5,0,0,0,0,1,1,1,30,1,-8.729,0,0,0,0,1,-7,1,5.7,1,0,49.29,77.26,27.97
t9m6tgki,9,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,2,2.4,1,5.4,-150,-174.2,-24.2
4hjk8ew7,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,5,9.6,1,0,-78.71,-49.11,29.6
luq8s82b,9,0,9,1,-5,0,0,0,0,1,0.5,1,-8,1,-2.292,1,-0.01,0,0,2,-21,2,7.2,0,11,26.42,17.82,-8.6
96b2y1fq,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,6,0,1,0,-52.57,-69.57,-17
iuy2mq1n,9,0,21,2,-10,0,0,0,0,1,10,1,10,1,-13.303,1,-2,0,0,1,-5,5,1.2,1,0,102.03,113.93,11.9
zca7zxyf,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,7.2,1,5,-109.1,-96.9,12.2
jj2wn94h,9,0,27,1,-5,0,0,0,0,1,-0.5,1,0,1,-6.998,1,-0.2,0,0,1,-7,1,5.7,1,5.6,48.48,67.08,18.6
68araqh7,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-30,4,9,1,7,-84.5,-80.5,4
zzpnlqei,9,0,24,1,-5,0,0,0,0,1,18.87,1,2.34,1,-14.701,1,-1,0,0,2,-21,6,16,1,6.2,106.8,132.51,25.71
v5p7lv20,9,0,24,2,-10,1,-26.69,0,0,1,25.9,1,120,1,-40.526,1,-1,0,0,3,-25,2,7.2,0,5,272.05,350.93,78.88
11qpbunz,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,0,1,6.6,-142.2,-168.6,-26.4
yaiqosbx,9,0,12,1,-5,0,0,1,0.88,1,-0.1,1,3,1,-4.758,1,-0.02,0,0,0,0,2,7.2,1,6.2,36.8,56.2,19.4
xp91b3qj,9,0,21,1,-5,1,-3.6,0,0,1,0.05,1,-0.5,1,-1.498,1,-3,0,0,1,-7,1,5.7,1,0,3.03,9.18,6.15
9t4dpmrw,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,0,1,6.8,-83.18,-101.38,-18.2
i6lqx8ts,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,7.2,1,5.6,-110,-109.2,0.8
sqfmjhqp,9,0,-30,0,0,1,-2.739,0,0,0,0,0,0,0,0,0,0,0,0,2,-30,6,0,0,11.8,1.56,-49.38,-50.94
5kkr5060,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,2,7.2,0,5,-115.9,-115.7,0.2
g7uoijja,10,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,5,6.4,1,10,-71,-100.6,-29.6
8g2iaxf0,10,0,18,1,-5,1,-0.176,0,0,1,0.25,1,3,1,-2.1194,0,0,0,0,0,0,2,1.6,1,5.4,5.12,26.07,20.95
1yemb6kz,10,0,18,1,-5,0,0,0,0,1,1.5,1,0,1,-16.765,1,-1,0,0,1,-7,2,4.8,1,5.4,153.15,153.09,-0.06
x6cv314a,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,5,0.8,1,6,-149.3,-140.5,8.8
26ovv9nz,10,1,21,2,-10,0,0,0,0,1,1,1,3,1,-2.043,0,0,0,0,1,-5,4,1.2,1,4,5.43,18.59,13.16
qrj0woux,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,5.2,-169.3,-181.1,-11.8
edydbr11,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,2,-30,6,8,1,6,-93.4,-119.4,-26
i3ugntg2,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,4.8,-129.1,-130.3,-1.2
nil7z8nt,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,4.8,1,5,-73.4,-88.6,-15.2
i3wgnab9,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,2,1.6,1,10,-66.4,-43.8,22.6
7rmwik5s,10,0,27,2,-10,1,-30.525,1,49.8,1,14.94,1,-10,1,-15.4345,1,-1,0,0,1,-5,6,0,1,6,113.13,138.91,25.78
mzj836b0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,8,1,5.2,-130,-119.8,10.2
1gblxsq7,10,0,15,1,-5,0,0,0,0,1,3,1,15,1,-10.526,1,-1,0,0,1,-7,0,2,1,6,77.26,94.73,17.47
t9m6tgki,10,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,1,1.8,1,5.8,-174.2,-193.6,-19.4
4hjk8ew7,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,6.4,1,5.8,-49.11,-33.91,15.2
luq8s82b,10,0,15,1,-5,0,0,0,0,1,1.2,1,6,1,-3.502,1,-0.01,0,0,3,-35,2,4.8,1,0,17.82,1.31,-16.51
96b2y1fq,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,1.6,1,6,-69.57,-64.97,4.6
iuy2mq1n,10,0,27,2,-10,0,0,0,0,1,-6.5,1,22.5,1,-14.693,1,-2,0,0,1,-5,6,0,1,5.2,113.93,130.44,16.51
zca7zxyf,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,6,1,4,-96.9,-84.9,12
jj2wn94h,10,0,21,1,-5,0,0,0,0,1,1,1,0.5,1,-8.458,1,-0.3,0,0,2,-21,1,1.8,1,5.2,67.08,61.82,-5.26
68araqh7,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,0,4,1.2,1,5.8,-80.5,-54.5,26
zzpnlqei,10,0,30,1,-5,0,0,0,0,1,15.75,1,-3.26,1,-17,1,-1,0,0,0,0,6,8,1,6.6,132.51,166.6,34.09
v5p7lv20,10,0,27,2,-10,1,-0.297,0,0,1,36.76,1,-50,1,-35.4393,1,-1,0,0,1,-5,5,6.4,1,5,350.93,324.35,-26.58
11qpbunz,10,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,5.6,-168.6,-219,-50.4
yaiqosbx,10,0,21,1,-5,1,-0.968,0,0,1,0.05,1,1,1,-7.2282,1,-0.05,0,0,1,-7,1,3.8,0,5,56.2,66.8,10.6
xp91b3qj,10,0,24,1,-5,1,-1.3,0,0,1,-0.1,1,-2,1,-2.478,1,-3,0,0,0,0,2,1.6,1,5.2,9.18,26.1,16.92
9t4dpmrw,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,0,1,4.4,-101.38,-127.98,-26.6
i6lqx8ts,10,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,1,3.8,1,4.4,-109.2,-147,-37.8
sqfmjhqp,10,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,6,0,1,4,-49.38,-90.38,-41
5kkr5060,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,8,1,4,-115.7,-107.7,8
g7uoijja,11,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,6,0,1,0,-100.6,-151.6,-51
8g2iaxf0,11,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,0,0,2,12,0,11.8,26.07,4.87,-21.2
1yemb6kz,11,0,15,1,-5,0,0,0,0,1,3,1,30,1,-19.609,1,-1,0,0,1,-7,2,12,1,7,153.09,187.48,34.39
x6cv314a,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,1,6.6,-140.5,-120.9,19.6
26ovv9nz,11,0,21,2,-10,0,0,0,0,1,1,1,-3,1,-2.759,0,0,0,0,0,0,3,12.5,0,5,18.59,42.33,23.74
qrj0woux,11,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,1,6.2,-181.1,-200.9,-19.8
edydbr11,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,1,-15,6,20,1,6.4,-119.4,-101,18.4
i3ugntg2,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,0,1,5.8,-130.3,-156.5,-26.2
nil7z8nt,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,1,9.5,1,5.2,-88.6,-108.9,-20.3
i3wgnab9,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,3,3.5,1,0,-43.8,-59.3,-15.5
7rmwik5s,11,0,21,2,-10,1,-54.78,1,28.54,1,18,1,0,1,-14.167,1,-1,0,0,1,-5,6,20,1,6.6,138.91,148.1,9.19
mzj836b0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,7,-119.8,-106.8,13
1gblxsq7,11,0,9,1,-5,0,0,0,0,1,4,1,0,1,-10.273,1,-1,0,0,0,0,6,0,0,11.2,94.73,102.66,7.93
t9m6tgki,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,0,5,1,6.6,-193.6,-209,-15.4
4hjk8ew7,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,6,0,1,6.4,-33.91,-12.51,21.4
luq8s82b,11,0,9,1,-5,0,0,1,2.12,1,0.15,1,-2,1,-0.558,1,-0.01,0,0,1,-7,2,4,1,7,1.31,9.01,7.7
96b2y1fq,11,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,3,3.5,0,12,-64.97,-71.47,-6.5
iuy2mq1n,11,0,21,2,-10,0,0,0,0,1,15,1,0,1,-15.644,1,-2,0,0,1,-5,6,20,1,6,130.44,159.8,29.36
zca7zxyf,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-15,3,-50,0,5,1,0,-84.9,-142.9,-58
jj2wn94h,11,0,18,1,-5,0,0,0,0,1,1,1,1.5,1,-7.732,1,-0.2,0,0,1,-7,1,4.5,0,11.2,61.82,78.09,16.27
68araqh7,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,2,-30,4,15,1,6,-54.5,-47.5,7
zzpnlqei,11,0,-30,1,-5,0,0,0,0,1,13.16,1,0,1,-14.476,1,-1,0,0,3,-35,6,20,1,7,166.6,121.28,-45.32
v5p7lv20,11,0,18,2,-10,0,0,0,0,1,33.2,1,90,1,-45.555,1,-1,0,0,2,-15,3,12.5,0,5,324.35,411.5,87.15
11qpbunz,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,6,20,1,7,-219,-202,17
yaiqosbx,11,0,15,1,-5,0,0,0,0,1,0.45,1,1,1,-7.825,1,-0.03,0,0,0,0,3,3.5,1,6.6,66.8,80.5,13.7
xp91b3qj,11,0,-30,0,0,1,-1.2,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,2,4,0,11.8,26.1,-20.3,-46.4
9t4dpmrw,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,2,-30,6,20,1,6.2,-127.98,-139.78,-11.8
i6lqx8ts,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,1,4.5,1,6.4,-147,-134.1,12.9
sqfmjhqp,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,0,5,0,5,-90.38,-80.38,10
5kkr5060,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,-15,2,4,0,5,-107.7,-102.7,5
g7uoijja,12,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,2,9.6,1,5.8,-151.6,-127.2,24.4
8g2iaxf0,12,1,15,1,-5,0,0,0,0,1,0.25,1,0,1,-1.512,0,0,0,0,1,-7,2,9.6,1,0,4.87,16.21,11.34
1yemb6kz,12,0,21,1,-5,0,0,0,0,1,6,1,-25,1,-18.448,1,-1,0,0,2,-21,2,9.6,0,12,187.48,165.63,-21.85
x6cv314a,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,1,-15,5,12.8,0,11.6,-120.9,-96.5,24.4
26ovv9nz,12,0,18,2,-10,0,0,0,0,1,1,1,3,1,-5.433,0,0,0,0,3,-25,5,12.8,1,0,42.33,36.7,-5.63
qrj0woux,12,1,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,-10,1,-15,6,0,1,6.6,-200.9,-250.3,-49.4
edydbr11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-15,6,0,1,5.8,-101,-110.2,-9.2
i3ugntg2,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,2,-30,6,16,1,6.4,-156.5,-161.1,-4.6
nil7z8nt,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,1,-15,2,9.6,1,6,-108.9,-117.3,-8.4
i3wgnab9,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,3,-50,2,9.6,1,6.6,-59.3,-88.1,-28.8
7rmwik5s,12,0,21,1,-5,1,-31.39,1,26.54,1,-7.96,1,-20,1,-13.129,1,-1,0,0,1,-7,6,0,1,6.2,148.1,116.36,-31.74
mzj836b0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,2,-30,6,16,1,6.6,-106.8,-106.2,0.6
1gblxsq7,12,0,18,1,-5,0,0,0,0,1,5,1,15,1,-13.566,1,-1,0,0,2,-21,6,0,0,5,102.66,105.09,2.43
t9m6tgki,12,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-5,0,0,0,4,1,5.8,-209,-235.2,-26.2
4hjk8ew7,12,0,18,1,-5,0,0,1,0.29,1,0.01,1,-0.1,1,-0.069,1,-0.1,0,0,1,-7,2,3.2,0,11.6,-12.51,8.32,20.83
luq8s82b,12,0,9,1,-5,1,-2.33,0,0,1,0.2,1,1.5,1,-1.238,1,-0.01,0,0,1,-7,2,9.6,0,11.8,9.01,25.53,16.52
96b2y1fq,12,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-15,2,-30,2,3.2,0,5,-71.47,-117.27,-45.8
iuy2mq1n,12,0,24,2,-10,0,0,0,0,1,22.5,1,0,1,-19.63,1,-2,0,0,1,-5,6,0,1,7,159.8,176.67,16.87
zca7zxyf,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,6,16,1,7,-142.9,-114.9,28
jj2wn94h,12,0,27,1,-5,0,0,0,0,1,-0.5,1,1,1,-10.059,0,0,0,0,1,-7,1,3.6,1,0,78.09,87.13,9.04
68araqh7,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-50,4,2.4,1,6,-47.5,-65.1,-17.6
zzpnlqei,12,1,24,1,-5,0,0,0,0,1,-7.01,1,3.41,1,-13.668,1,-1.01,0,0,1,-7,6,16,1,7,121.28,138,16.72
v5p7lv20,12,0,18,2,-10,0,0,0,0,1,41.9,1,0,1,-46.14,1,-1,0,0,2,-15,2,9.6,0,5,411.5,413.86,2.36
11qpbunz,12,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,1,79,0,0,0,0,6,0,1,5.6,-202,-147.4,54.6
